author,ID,citation,title,year,source,doi,link,remarks
"Ustjuzhanin P. Y., Kovtunovich V. N. & Streltzov A. N.",10109,"Ustjuzhanin P. Y., Kovtunovich V. N. & Streltzov A. N., 2022a, Review of the fauna of Pterophoridae of the Republic of Guinea (Lepidoptera: Pterophoridae). vol 50 issue 199 pages 435–439",Review of the fauna of Pterophoridae of the Republic of Guinea (Lepidoptera: Pterophoridae).,2022,,,https://www.redalyc.org/articulo.oa?id=45573669007,
"Falck P., Karsholt O. & Slamka F.",10110,"Falck P., Karsholt O. & Slamka F., 2022, New data on Pyraloidea from the Canary Islands, Spain 2 (Lepidoptera: Pyralidae, Crambidae). vol 50 issue 199 pages 469–488","New data on Pyraloidea from the Canary Islands, Spain 2 (Lepidoptera: Pyralidae, Crambidae).",2022,,,https://www.redalyc.org/articulo.oa?id=45573669014,
Yakovlev R. V.,10111,"Yakovlev R. V., 2022c, New species of the genus Mirocossus Schoorl, 1990 from Republic of Equatorial Guinea (Lepidoptera: Cossidae, Cossinae). vol 50 issue 199 pages 525–529","New species of the genus Mirocossus Schoorl, 1990 from Republic of Equatorial Guinea (Lepidoptera: Cossidae, Cossinae).",2022,,,https://www.redalyc.org/articulo.oa?id=45573669017,
Yakovlev R. V.,10112,"Yakovlev R. V., 2022d, New species of the genus Afrikanetz Yakovlev, 2009 from Republic of Côte d'Ivoire (Lepidoptera: Cossidae, Cossinae). vol 50 issue 199 pages 545–549","New species of the genus Afrikanetz Yakovlev, 2009 from Republic of Côte d'Ivoire (Lepidoptera: Cossidae, Cossinae).",2022,,,https://www.redalyc.org/articulo.oa?id=45573669020,
Maes K. V. N.,10113,"Maes K. V. N., 2022b, Studies on African Crambidae II: On the identity of Asopia onychinalis Guenée, 1954, its synonyms, generic placement and related species (Pyraloidea: Crambidae: Spilomelinae). vol 33 issue  pages 85–91","Studies on African Crambidae II: On the identity of Asopia onychinalis Guenée, 1954, its synonyms, generic placement and related species (Pyraloidea: Crambidae: Spilomelinae).",2022,,,,
"Blume C., Etzbauer C., Gaedike R., Heidenreich U., Kleikamp U., Schnug L., Speidel W. & Stüning D.",10115,"Blume C., Etzbauer C., Gaedike R., Heidenreich U., Kleikamp U., Schnug L., Speidel W. & Stüning D., 2010, Type material of Lepidoptera and Trichoptea in the ZFMK collection, Bonn. vol 58 issue  pages 169–215","Type material of Lepidoptera and Trichoptea in the ZFMK collection, Bonn.",2010,,,https://www.biodiversitylibrary.org/page/44835335,
Fischer H.,10116,"Fischer H., 2022c, Alloscotia gen. nov., eine neue Gattung der Boletobiinae mit Beschreibung der endemischen Alloscotia ellipsomacula spec. nov. von den Malediven (Lepidoptera, Erebidae, Boletobiini). vol 53 issue 3–4 pages 331–334","Alloscotia gen. nov., eine neue Gattung der Boletobiinae mit Beschreibung der endemischen Alloscotia ellipsomacula spec. nov. von den Malediven (Lepidoptera, Erebidae, Boletobiini).",2022,,,,
Sevastopulo D. G.,10117,"Sevastopulo D. G., 1954b, Field notes from East Africa. VII. vol 87 issue 1092–1093 pages 103–106",Field notes from East Africa. VII.,1954,,,,
Sevastopulo D. G.,10118,"Sevastopulo D. G., 1955a, Field notes from East Africa. VIII. vol 88 issue 1101 pages 37–40",Field notes from East Africa. VIII.,1955,,,,
Sevastopulo D. G.,10119,"Sevastopulo D. G., 1955b, Palpita (Margarodes) unionalis Hübner in Uganda. vol 88 issue 1106 pages 165–166",Palpita (Margarodes) unionalis Hübner in Uganda.,1955,,,,
Sevastopulo D. G.,10122,"Sevastopulo D. G., 1956b, Phytometra acuta Walker. vol 89 issue 1121 pages 257",Phytometra acuta Walker.,1956,,,,
"Hacker H. H., Fiebig R., Goater B., Schreier H.-P. & Stadie D.",10123,"Hacker H. H., Fiebig R., Goater B., Schreier H.-P. & Stadie D., 2022, Moths of Africa. Systematic and illustrated catalogue of the Heterocera of Africa. Volume 3 Acontiinae (Noctuidae) (including Aediini Beck, 1960) based on traditional treatment). vol 3 issue  pages 1–695","Moths of Africa. Systematic and illustrated catalogue of the Heterocera of Africa. Volume 3 Acontiinae (Noctuidae) (including Aediini Beck, 1960) based on traditional treatment).",2022,,,,
"Legros V., Rochat J., Reynaud N. & Strasberg D.",10124,"Legros V., Rochat J., Reynaud N. & Strasberg D., 2020, Known and unknown terrestrial arthropod fauna of La Réunion Island, Indian Ocean. vol 24 issue  pages 199–217","Known and unknown terrestrial arthropod fauna of La Réunion Island, Indian Ocean.",2020,,,,
Durante A. & Apinda-Legnouo E. A.,10125,"Durante A. & Apinda-Legnouo E. A., 2022b, Sixth contribution to the study of the Lithosiini of Gabon: the genus Pseudopoliosia Krüger, 2015 (Lepidoptera: Erebidae: Arctiinae). vol 5195 issue 6 pages 554–566","Sixth contribution to the study of the Lithosiini of Gabon: the genus Pseudopoliosia Krüger, 2015 (Lepidoptera: Erebidae: Arctiinae).",2022,,,,
"De Prins J., Taylor D. B. J., Fagua Gonzalez G., Dobson J., Hereward J. P., Shi B., Rahman M. & Dhileepan K.",10126,"De Prins J., Taylor D. B. J., Fagua Gonzalez G., Dobson J., Hereward J. P., Shi B., Rahman M. & Dhileepan K., 2022, Taxonomic delineation of the Old World species Stomphastis thraustica (Lepidoptera: Gracillariidae) feeding on Jatropha gossypiifolia (Euphorbiaceae) that was collected in the New World and imported as a biocontrol agent to Australia. vol 2022 issue  pages 1–27",Taxonomic delineation of the Old World species Stomphastis thraustica (Lepidoptera: Gracillariidae) feeding on Jatropha gossypiifolia (Euphorbiaceae) that was collected in the New World and imported as a biocontrol agent to Australia.,2022,,,https://rdcu.be/cXLvG,
Boursin Ch.,10128,"Boursin Ch., 1943c, Über die systematische Stellung einiger Typen von Moore aus der Sammlung des Zoologischen Museums Berlin, nebst Beschreibung einer neuen Gattung. (Beiträge zur Kenntnis der ""Agrotidae-Trifinae"" XXXIII.). Tafel XLI-XLII. vol 28 issue  pages 337–343","Über die systematische Stellung einiger Typen von Moore aus der Sammlung des Zoologischen Museums Berlin, nebst Beschreibung einer neuen Gattung. (Beiträge zur Kenntnis der ""Agrotidae-Trifinae"" XXXIII.). Tafel XLI-XLII.",1943,,,https://www.zobodat.at/pdf/ZOEV_28_0337-0343.pdf,
Donzel M.,10129,"Donzel M., 1844, Description d'une nouvelle espèce de Lépidoptère. vol (2) 2 issue  pages 199–201, pl. 6",Description d'une nouvelle espèce de Lépidoptère.,1844,,,https://www.biodiversitylibrary.org/page/8291955,
Pinker R.,10130,"Pinker R., 1965, Interessante und neue Funde und Erkenntnisse für die Lepidopterenfauna der Kanaren. III. vol 50 issue 11 pages 153–167",Interessante und neue Funde und Erkenntnisse für die Lepidopterenfauna der Kanaren. III.,1965,,,https://www.zobodat.at/pdf/ZOEV_50_0153-0167.pdf,
Failla-Tedaldi L.,10131,"Failla-Tedaldi L., 1890, Contribuzione alla fauna lepidotterologica della Sicilia. vol 10 issue 2–3 pages 24–31, pl. 1",Contribuzione alla fauna lepidotterologica della Sicilia.,1890,,,https://www.biodiversitylibrary.org/page/11246125,
Alphéraky S.,10132,"Alphéraky S., 1895a, Notes Lépidoptérologiques. vol 8 issue 1 pages 171–180",Notes Lépidoptérologiques.,1895,,,https://www.biodiversitylibrary.org/page/16078544,
Beck H.,10133,"Beck H., 1960, Die Larvalsystematik der Eulen (Noctuidae). vol  issue  pages 1–406",Die Larvalsystematik der Eulen (Noctuidae).,1960,,,,
"Keegan K. L., Lafontaine J. D., Wahlberg N. & Wagner D. L.",10134,"Keegan K. L., Lafontaine J. D., Wahlberg N. & Wagner D. L., 2019, Towards resolving and redefining Amphipyrinae (Lepidoptera, Noctuoidea, Noctuidae): a massively polyphyletic taxon. vol 44 issue  pages 451–464","Towards resolving and redefining Amphipyrinae (Lepidoptera, Noctuoidea, Noctuidae): a massively polyphyletic taxon.",2019,,,,
Basquin P.,10135,"Basquin P., 2022c, Annexe au catalogue des Saturnidés du Gabon (Tome 1). Aide à la determination par observation des genitalia. vol 31 issue  pages 3–44",Annexe au catalogue des Saturnidés du Gabon (Tome 1). Aide à la determination par observation des genitalia.,2022,,,,
Meyrick E.,10137,"Meyrick E., 1935d, Tineina–Heliodinidae. – In: Van Straelen V., Résultats scientifiques du voyage aux Indes Orientales néerlandaises de LL. AA. le Prince et al Princesse Léopold de Belgique. vol 4 issue 6 pages 43–75","Tineina–Heliodinidae. – In: Van Straelen V., Résultats scientifiques du voyage aux Indes Orientales néerlandaises de LL. AA. le Prince et al Princesse Léopold de Belgique.",1935,,,https://biblio.naturalsciences.be/rbins-publications/occasional-scientific-results-of-the-trip-to-the-dutch-east-india-of-ll-aa-rr-the-prince-and-princess-leopold-of-belgium-published-by-victor-van-straelen/vol-4-5-6-1935/irscnb_d1896_03d3fex_4-6-text9.pdf,
"Spitsyn V. M., Spitsyna E. A., Burchalovskaia P. D. & Bolotov I. N.",10138,"Spitsyn V. M., Spitsyna E. A., Burchalovskaia P. D. & Bolotov I. N., 2022b, A review of the Sphingidae (Lepidoptera) fauna of Zanzibar (Unguja) Island (Tanzania). vol 57 issue  pages 109–117",A review of the Sphingidae (Lepidoptera) fauna of Zanzibar (Unguja) Island (Tanzania).,2022,,,,
Lawrence J. M.,10139,"Lawrence J. M., 2015, First record of Euchloron megaera (Linnaeus, 1758) (Sphingidae) from Seychelles. vol 69 issue 2 pages 144–146","First record of Euchloron megaera (Linnaeus, 1758) (Sphingidae) from Seychelles.",2015,,,,
Lawrence J. M. & Henwood J.,10140,"Lawrence J. M. & Henwood J., 2009, First record of the threatened hawkmoth Temnora peckoveri from Cousine Island, Seychelles. vol 17 issue  pages 50–52","First record of the threatened hawkmoth Temnora peckoveri from Cousine Island, Seychelles.",2009,,,https://islandbiodiversity.com/Phelsuma%2017-7.pdf,
Volynkin A. V.,10141,"Volynkin A. V., 2022, Taxonomic review of the Afrotropical genus Birketsmithiola Krüger with descriptions of five new species (Lepidoptera: Erebidae: Arctiinae). vol 5205 issue 1 pages 73–86",Taxonomic review of the Afrotropical genus Birketsmithiola Krüger with descriptions of five new species (Lepidoptera: Erebidae: Arctiinae).,2022,,,,
Marion H.,10142,"Marion H., 1957c, Complément à la classification et nomenclature des Pyraustidae d'Europe. vol 13 issue 3 pages 129–130",Complément à la classification et nomenclature des Pyraustidae d'Europe.,1957,,,,
"Shah R. A., Riyaz M., Ignacimuthu S. & Sivasankaran K.",10143,"Shah R. A., Riyaz M., Ignacimuthu S. & Sivasankaran K., 2022, Characterization of four mitochondrial genomes from superfamilies Noctuoidea and Hyblaeoidea with their phylogenetic implications. vol 12 issue 18926 pages 1–15",Characterization of four mitochondrial genomes from superfamilies Noctuoidea and Hyblaeoidea with their phylogenetic implications.,2022,,,https://www.nature.com/articles/s41598-022-21502-y citeas#,
Nguvu,10144,"Nguvu, 2022, Influence of temperature variability on survival and development of Citrus Leaf Miner, Phyllocnistis citrella Stainton (Lepidoptera: Gracilariidae [sic]) in Tanzania. vol 10 issue 2 pages 1–10","Influence of temperature variability on survival and development of Citrus Leaf Miner, Phyllocnistis citrella Stainton (Lepidoptera: Gracilariidae [sic]) in Tanzania.",2022,,,https://journalaprj.com/index.php/APRJ/article/view/185,
Tams W. H. T.,10145,"Tams W. H. T., 1930c, A note on certain species of the genus Tirathaba, Walker (Lepid., Pyral.). vol 30 issue 1 pages 73, pl. 2","A note on certain species of the genus Tirathaba, Walker (Lepid., Pyral.).",1930,,,,
Collenette C. L.,10146,"Collenette C. L., 1935, Genera and types of the Lymantriidae (Heterocera). vol 4 issue 11 pages 241–246",Genera and types of the Lymantriidae (Heterocera).,1935,,,,
Hemming F.,10147,"Hemming F., 1935a, A note on Jacob Hübner's Verzeichniss der fertigen Blätter und Werke of 12th March, 1814, with a facsimile. vol 4 issue 2 pages 36–38","A note on Jacob Hübner's Verzeichniss der fertigen Blätter und Werke of 12th March, 1814, with a facsimile.",1935,,,,
Hemming F.,10148,"Hemming F., 1935b, A note on Jacob Hübner's Erste Zuträge zur Sammlung exotischer Schmetterlinge of 1808. vol 4 issue 2 pages 38–46",A note on Jacob Hübner's Erste Zuträge zur Sammlung exotischer Schmetterlinge of 1808.,1935,,,,
"Spitsyn V. M., Spitsyna E. A. & Bolotov I. N.",10149,"Spitsyn V. M., Spitsyna E. A. & Bolotov I. N., 2022c, First records of Aganainae (Lepidoptera: Erebidae) from Zanzibar Island with a description of the male of Phaegorista bisignibasis Prout, 1918. vol 56 issue  pages 44–48","First records of Aganainae (Lepidoptera: Erebidae) from Zanzibar Island with a description of the male of Phaegorista bisignibasis Prout, 1918.",2022,,,https://www.biotaxa.org/em/article/view/77233/73506,
"Ali  A.  I.,  Schulthess  F., Ogol  C.  K.  P.  O.  &  Omwega  C.  O",10150,"Ali  A.  I.,  Schulthess  F., Ogol  C.  K.  P.  O.  &  Omwega  C.  O, 2006, Effect of nitrogen fertilizer level on infestations of lepidopterous stemborers and yields of maize in Zanzibar. vol 42 issue 3–4 pages 481–486",Effect of nitrogen fertilizer level on infestations of lepidopterous stemborers and yields of maize in Zanzibar.,2006,,,,
"Niyibigira E., Abdallah Z., Overholt W., Lada V. & Van Huis A.",10151,"Niyibigira E., Abdallah Z., Overholt W., Lada V. & Van Huis A., 2001, Distribution and abundance, in maize and sorghum, of lepidopteran stemborers and associated indigenous parasitoids in Zanzibar. vol 21 issue 4 pages 335–346","Distribution and abundance, in maize and sorghum, of lepidopteran stemborers and associated indigenous parasitoids in Zanzibar.",2001,,,,
"Mally R., Aarvik L., Karisch T., Lees D. C. & Malm T.",10152,"Mally R., Aarvik L., Karisch T., Lees D. C. & Malm T., 2022b, Revision of Afrotropical Udea Guenée in Duponchel, 1845, with description of five new species of the U. ferrugalis (Hübner, 1796) group (Lepidoptera, Crambidae, Spilomelinae). vol 45 issue  pages 315–353","Revision of Afrotropical Udea Guenée in Duponchel, 1845, with description of five new species of the U. ferrugalis (Hübner, 1796) group (Lepidoptera, Crambidae, Spilomelinae).",2022,,,https://nl.pensoft.net/article/94938/,
"Mally R., Turner R. M., Blake R. E., Fenn-Moltu G., Bertelsmeier C., Brockerhoff E. G., Hoare R. J. B., Nahrung H. F., Roques A., Pureswaran D. S., Yamanaka T. & Liebhold A. M.",10153,"Mally R., Turner R. M., Blake R. E., Fenn-Moltu G., Bertelsmeier C., Brockerhoff E. G., Hoare R. J. B., Nahrung H. F., Roques A., Pureswaran D. S., Yamanaka T. & Liebhold A. M., 2022a, Moths and butterflies on alien shores: Global biogeography of non-native Lepidoptera. vol  issue  pages 1–14",Moths and butterflies on alien shores: Global biogeography of non-native Lepidoptera.,2022,,,,
Chrétien P.,10154,"Chrétien P., 1925, La légende de Graellsia isabellae. vol 2 issue 16 pages 247–247",La légende de Graellsia isabellae.,1925,,,,
Cruickshank S. & Ahmed F.,10155,"Cruickshank S. & Ahmed F., 1973, Biological control of the potato tuber moth Phthorimaea operculella (Zell.) (Lep.: Gelechiidae) in Zambia. vol 16 issue  pages 147–162",Biological control of the potato tuber moth Phthorimaea operculella (Zell.) (Lep.: Gelechiidae) in Zambia.,1973,,,,
"Spitsyn V. M., Kondakov A. V., Tomilova A. A., Spitsyna E. A. & Bolotov I. N.",10156,"Spitsyn V. M., Kondakov A. V., Tomilova A. A., Spitsyna E. A. & Bolotov I. N., 2022d, Tagoropsis sabulosa zanzibarica ssp. nov. from Zanzibar Island (Lepidoptera: Saturniidae). vol 56 issue  pages 40–43",Tagoropsis sabulosa zanzibarica ssp. nov. from Zanzibar Island (Lepidoptera: Saturniidae).,2022,,,https://www.biotaxa.org/em/article/view/77232/73504,
Le Moult E.,10158,"Le Moult E., 1933b, Formes nouvelles ou peu connues de Saturnidae (1ère note). vol 3 issue  pages 20–23, pls 1–3",Formes nouvelles ou peu connues de Saturnidae (1ère note).,1933,,,,
Le Moult E.,10159,"Le Moult E., 1933c, Aberrations d'Urania Madagascariensis (Lép., Iranidae). vol 3 issue  pages 23–24","Aberrations d'Urania Madagascariensis (Lép., Iranidae).",1933,,,,
Seizmair M.,10160,"Seizmair M., 2022d, First records of the Eublemma deserta (Staudinger, 1900)-species group from Saudi-Arabia (Lepidoptera, Erebidae, Boletobiinae) with description of a new species. vol 2 issue 2 pages 46–49","First records of the Eublemma deserta (Staudinger, 1900)-species group from Saudi-Arabia (Lepidoptera, Erebidae, Boletobiinae) with description of a new species.",2022,,,,
Leraut P.,10252,"Leraut P., 1995, Contribution à l'étude des Carsia Hübner et Aplocera Stephens (Lepidoptera Geometridae). vol 19 issue 1 pages 47–55",Contribution à l'étude des Carsia Hübner et Aplocera Stephens (Lepidoptera Geometridae).,1995,,,,
Mutuura A. & Munroe E. G.,10161,"Mutuura A. & Munroe E. G., 1966a, Taxonomic revision of the European corn borer and alies (genus Ostrinia Hübner, Lepidoptera Pyralidae). vol 6 issue 5 pages 1","Taxonomic revision of the European corn borer and alies (genus Ostrinia Hübner, Lepidoptera Pyralidae).",1966,,,,
Mutuura A. & Munroe E. G.,10162,"Mutuura A. & Munroe E. G., 1966b, The European corn borer and allied species. Genus Ostrinia Hübner (Lepidoptera, Pyralidae). vol  issue  pages 1–11","The European corn borer and allied species. Genus Ostrinia Hübner (Lepidoptera, Pyralidae).",1966,,,,
